id,ideology,political_affiliation,race_white,hispanic,gender,income,age,bio
R_2Sr8YI8FPJ1doxl,slightly conservative,am a weak Republican,white,,female,middle-class,middle-aged,"Ideologically, I describe myself as slightly conservative. Politically, I am a weak Republican. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_1rdXFxC0Ks1HOAf,conservative,lean towards Rebublicans,white,,female,very poor,old,"Ideologically, I describe myself as conservative. Politically, I lean towards Rebublicans. I am female. Financially, I am very poor. In terms of my age, I am old. "
R_3kbud4NWArzsYDD,slightly conservative,lean towards Rebublicans,white,,female,middle-class,young,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Rebublicans. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_2RahL0MO199l2d9,moderate,am a weak Democrat,white,,female,middle-class,middle-aged,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_2eb5oeWipSY6JLO,extremely conservative,am a strong Democrat,white,,female,very poor,middle-aged,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Democrat. I am female. Financially, I am very poor. In terms of my age, I am middle-aged. "
R_1FPXzkTdBacbRyC,liberal,lean towards Democrats,white,,male,middle-class,young,"Ideologically, I describe myself as liberal. Politically, I lean towards Democrats. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_1LC3RRbF5oiPs42,moderate,am an independent,white,,female,poor,young,"Ideologically, I describe myself as moderate. Politically, I am an independent. I am female. Financially, I am poor. In terms of my age, I am young. "
R_2YhyvoKeckI7v3X,conservative,am a strong Republican,,Hispanic,male,middle-class,young,"Ideologically, I describe myself as conservative. Politically, I am a strong Republican. Racially, I am Hispanic. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_AH9cbGTgbnB5AIh,slightly liberal,am an independent,white,,female,middle-class,young,"Ideologically, I describe myself as slightly liberal. Politically, I am an independent. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_290rMDDOIijKBbl,moderate,am a strong Republican,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as moderate. Politically, I am a strong Republican. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_ZJMXXPbd7Hv9bYl,slightly liberal,am a strong Democrat,white,,female,poor,old,"Ideologically, I describe myself as slightly liberal. Politically, I am a strong Democrat. I am female. Financially, I am poor. In terms of my age, I am old. "
R_x414MWrM4HzPLCF,slightly conservative,lean towards Rebublicans,white,,male,poor,old,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Rebublicans. I am male. Financially, I am poor. In terms of my age, I am old. "
R_Xvqls0pwquT2wnv,moderate,am a weak Republican,white,,female,upper-class,young,"Ideologically, I describe myself as moderate. Politically, I am a weak Republican. I am female. Financially, I am upper-class. In terms of my age, I am young. "
R_21HxC61V2uEsJD7,slightly conservative,am an independent,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as slightly conservative. Politically, I am an independent. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_2V7NkfWkCg8jwRd,conservative,lean towards Rebublicans,white,,male,poor,middle-aged,"Ideologically, I describe myself as conservative. Politically, I lean towards Rebublicans. I am male. Financially, I am poor. In terms of my age, I am middle-aged. "
R_Xjtl7NitumgCtMJ,slightly liberal,am an independent,white,,female,poor,middle-aged,"Ideologically, I describe myself as slightly liberal. Politically, I am an independent. I am female. Financially, I am poor. In terms of my age, I am middle-aged. "
R_6rR6Zu0K5qR1dsx,moderate,am a weak Democrat,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_2Vdushecv1vb407,moderate,am a strong Republican,white,,female,middle-class,young,"Ideologically, I describe myself as moderate. Politically, I am a strong Republican. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_2BljwoiOd6Fv8sl,slightly conservative,am a weak Democrat,white,,female,upper-class,middle-aged,"Ideologically, I describe myself as slightly conservative. Politically, I am a weak Democrat. I am female. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_24kEl6Bkob7v4lq,slightly liberal,am a strong Democrat,white,,male,very poor,old,"Ideologically, I describe myself as slightly liberal. Politically, I am a strong Democrat. I am male. Financially, I am very poor. In terms of my age, I am old. "
R_1I4PfSNWRhsIFCV,liberal,am a strong Democrat,white,,female,upper-class,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am female. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_u3S1ovTn6UHusJX,extremely liberal,am a strong Democrat,white,,female,very poor,old,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am female. Financially, I am very poor. In terms of my age, I am old. "
R_5coTUJhV4qWKeQh,conservative,am a weak Republican,white,,male,poor,young,"Ideologically, I describe myself as conservative. Politically, I am a weak Republican. I am male. Financially, I am poor. In terms of my age, I am young. "
R_3Dhi4mirPe3x4gz,liberal,lean towards Democrats,,Hispanic,female,middle-class,young,"Ideologically, I describe myself as liberal. Politically, I lean towards Democrats. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_55cET8XmcEsYg5f,liberal,am a strong Democrat,,Hispanic,female,poor,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. Racially, I am Hispanic. I am female. Financially, I am poor. In terms of my age, I am middle-aged. "
R_O36nDi6CNklj2s9,moderate,lean towards Rebublicans,white,,male,poor,old,"Ideologically, I describe myself as moderate. Politically, I lean towards Rebublicans. I am male. Financially, I am poor. In terms of my age, I am old. "
R_OroCIOn4wN9tCdb,extremely conservative,am a strong Republican,white,,male,poor,old,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am male. Financially, I am poor. In terms of my age, I am old. "
R_3QYjIpjivEaEvIZ,liberal,lean towards Democrats,white,,male,poor,young,"Ideologically, I describe myself as liberal. Politically, I lean towards Democrats. I am male. Financially, I am poor. In terms of my age, I am young. "
R_272r5l2KADKgTUp,moderate,am a strong Republican,white,,male,poor,middle-aged,"Ideologically, I describe myself as moderate. Politically, I am a strong Republican. I am male. Financially, I am poor. In terms of my age, I am middle-aged. "
R_2QWYGyDZ9Vgw7Fp,slightly liberal,am a strong Democrat,,Hispanic,male,upper-class,middle-aged,"Ideologically, I describe myself as slightly liberal. Politically, I am a strong Democrat. Racially, I am Hispanic. I am male. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_1DCNeSemIsskO0W,slightly liberal,am a strong Republican,white,,male,poor,young,"Ideologically, I describe myself as slightly liberal. Politically, I am a strong Republican. I am male. Financially, I am poor. In terms of my age, I am young. "
R_1gnWxSKOsplYOm4,conservative,am an independent,white,,male,middle-class,old,"Ideologically, I describe myself as conservative. Politically, I am an independent. I am male. Financially, I am middle-class. In terms of my age, I am old. "
R_1EjjLYroxsR5qTp,liberal,am a strong Republican,,Hispanic,female,very poor,young,"Ideologically, I describe myself as liberal. Politically, I am a strong Republican. Racially, I am Hispanic. I am female. Financially, I am very poor. In terms of my age, I am young. "
R_1QN2HJ8ITrxOhzR,conservative,am a strong Democrat,white,,female,middle-class,young,"Ideologically, I describe myself as conservative. Politically, I am a strong Democrat. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_3oHgOEsi2ih5ZLj,moderate,am a weak Democrat,,Hispanic,female,middle-class,young,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_8APnqSCnlvJaChX,liberal,am a strong Democrat,white,,male,very poor,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am male. Financially, I am very poor. In terms of my age, I am middle-aged. "
R_31MWIleVElCilax,slightly liberal,lean towards Democrats,white,,female,poor,young,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am female. Financially, I am poor. In terms of my age, I am young. "
R_3k0rBekgQ2kNnBP,extremely liberal,am a strong Democrat,white,Hispanic,male,upper-class,old,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. Racially, I am Hispanic. I am male. Financially, I am upper-class. In terms of my age, I am old. "
R_Ow085Y67jw4bQqd,extremely liberal,lean towards Democrats,white,Hispanic,male,middle-class,middle-aged,"Ideologically, I describe myself as extremely liberal. Politically, I lean towards Democrats. Racially, I am Hispanic. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_3P61XEH6bn4JNfW,extremely liberal,am a weak Democrat,white,,female,middle-class,old,"Ideologically, I describe myself as extremely liberal. Politically, I am a weak Democrat. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_1rHSdM0WduV0rDD,extremely liberal,am a weak Democrat,white,,female,upper-class,middle-aged,"Ideologically, I describe myself as extremely liberal. Politically, I am a weak Democrat. I am female. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_3JIN2hljxgGIvjg,slightly liberal,lean towards Democrats,white,,female,upper-class,young,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am female. Financially, I am upper-class. In terms of my age, I am young. "
R_3PFDyMHyjjipsK5,conservative,am a weak Republican,white,,female,poor,middle-aged,"Ideologically, I describe myself as conservative. Politically, I am a weak Republican. I am female. Financially, I am poor. In terms of my age, I am middle-aged. "
R_10ZVwyHOa4muoZ4,slightly liberal,am a weak Republican,white,Hispanic,male,poor,young,"Ideologically, I describe myself as slightly liberal. Politically, I am a weak Republican. Racially, I am Hispanic. I am male. Financially, I am poor. In terms of my age, I am young. "
R_1CJ8hDJvYh6iR49,extremely liberal,am a strong Democrat,white,,female,very poor,middle-aged,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am female. Financially, I am very poor. In terms of my age, I am middle-aged. "
R_3Cvizd48GtRrdw5,slightly liberal,am an independent,white,,male,middle-class,young,"Ideologically, I describe myself as slightly liberal. Politically, I am an independent. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_QbPfHEAOFiTmscV,extremely conservative,am a strong Republican,white,,female,middle-class,young,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_1jdkTE3usmMVPBd,extremely liberal,am an independent,white,,male,middle-class,old,"Ideologically, I describe myself as extremely liberal. Politically, I am an independent. I am male. Financially, I am middle-class. In terms of my age, I am old. "
R_3G7lD2tGxMtYX0i,slightly conservative,am a weak Republican,white,,female,upper-class,young,"Ideologically, I describe myself as slightly conservative. Politically, I am a weak Republican. I am female. Financially, I am upper-class. In terms of my age, I am young. "
R_usPazB9MGGV9arn,conservative,am a weak Republican,white,,female,middle-class,young,"Ideologically, I describe myself as conservative. Politically, I am a weak Republican. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_1EduAI0gRBJcaLo,slightly liberal,am an independent,white,,female,middle-class,middle-aged,"Ideologically, I describe myself as slightly liberal. Politically, I am an independent. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_3P6MXigGycStffX,slightly liberal,lean towards Democrats,white,,male,very poor,young,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am male. Financially, I am very poor. In terms of my age, I am young. "
R_3koGEi0blorRxy1,moderate,am a weak Democrat,white,,male,poor,young,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. I am male. Financially, I am poor. In terms of my age, I am young. "
R_Tjt0fnZ5gGjL5hD,slightly liberal,am a strong Republican,white,,male,poor,middle-aged,"Ideologically, I describe myself as slightly liberal. Politically, I am a strong Republican. I am male. Financially, I am poor. In terms of my age, I am middle-aged. "
R_29nZ9d4xRZUAa5m,extremely conservative,am a strong Republican,white,Hispanic,female,poor,old,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. Racially, I am Hispanic. I am female. Financially, I am poor. In terms of my age, I am old. "
R_3rPyEAYWcOq8KdE,slightly conservative,lean towards Rebublicans,white,,female,poor,young,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Rebublicans. I am female. Financially, I am poor. In terms of my age, I am young. "
R_1hQBBrZfqg9Pqbb,moderate,am an independent,white,Hispanic,female,poor,young,"Ideologically, I describe myself as moderate. Politically, I am an independent. Racially, I am Hispanic. I am female. Financially, I am poor. In terms of my age, I am young. "
R_12A1dJ65cWNEJN0,slightly liberal,am a weak Democrat,white,,male,very poor,young,"Ideologically, I describe myself as slightly liberal. Politically, I am a weak Democrat. I am male. Financially, I am very poor. In terms of my age, I am young. "
R_2SDKfdBu3XpkegF,extremely liberal,am a strong Democrat,white,,male,upper-class,middle-aged,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am male. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_2wGZbk47lK1gW3S,liberal,am a weak Democrat,white,,female,,young,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. I am female. In terms of my age, I am young. "
R_3qUljm4D0NbwwYu,liberal,am a strong Democrat,white,Hispanic,male,poor,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. Racially, I am Hispanic. I am male. Financially, I am poor. In terms of my age, I am middle-aged. "
R_1OxIRD7jxv6VM2f,slightly liberal,lean towards Democrats,white,,male,poor,old,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am male. Financially, I am poor. In terms of my age, I am old. "
R_2ZPsIVNLCMKjiiF,conservative,am a strong Republican,white,,male,middle-class,young,"Ideologically, I describe myself as conservative. Politically, I am a strong Republican. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_21AGXOvRbU3Kyy7,liberal,am a strong Democrat,white,,male,very poor,young,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am male. Financially, I am very poor. In terms of my age, I am young. "
R_1F5tz7aAOzepemM,slightly liberal,am an independent,white,,male,middle-class,old,"Ideologically, I describe myself as slightly liberal. Politically, I am an independent. I am male. Financially, I am middle-class. In terms of my age, I am old. "
R_1IT2rPSpFDdRMO8,slightly conservative,lean towards Rebublicans,white,,female,upper-class,middle-aged,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Rebublicans. I am female. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_3w9DKVfVXxYsuIN,slightly conservative,lean towards Democrats,white,,female,poor,middle-aged,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Democrats. I am female. Financially, I am poor. In terms of my age, I am middle-aged. "
R_2313NfVuXXTkE9U,conservative,lean towards Rebublicans,white,,female,middle-class,very old,"Ideologically, I describe myself as conservative. Politically, I lean towards Rebublicans. I am female. Financially, I am middle-class. In terms of my age, I am very old. "
R_2xYuIE0FIEr58Yz,slightly liberal,am a strong Democrat,,Hispanic,female,middle-class,young,"Ideologically, I describe myself as slightly liberal. Politically, I am a strong Democrat. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_tMQVJ2EQjKOo53z,slightly liberal,lean towards Democrats,white,,male,middle-class,young,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_1LGWMynTrs3JuW9,conservative,lean towards Rebublicans,white,,male,middle-class,young,"Ideologically, I describe myself as conservative. Politically, I lean towards Rebublicans. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_1qW1Fnk627a6RB2,slightly conservative,lean towards Democrats,white,,male,middle-class,very old,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Democrats. I am male. Financially, I am middle-class. In terms of my age, I am very old. "
R_3KC5rzoZFwtwxn4,extremely conservative,am a weak Republican,white,,female,middle-class,old,"Ideologically, I describe myself as extremely conservative. Politically, I am a weak Republican. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_2CUipW5JPIDkVgR,conservative,am a weak Republican,white,,male,middle-class,young,"Ideologically, I describe myself as conservative. Politically, I am a weak Republican. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_27vZ7qjMyNAbP1e,conservative,am a strong Republican,white,,female,very poor,middle-aged,"Ideologically, I describe myself as conservative. Politically, I am a strong Republican. I am female. Financially, I am very poor. In terms of my age, I am middle-aged. "
R_3dThLTLIpohsCf8,moderate,am a strong Republican,white,,female,very poor,old,"Ideologically, I describe myself as moderate. Politically, I am a strong Republican. I am female. Financially, I am very poor. In terms of my age, I am old. "
R_bpdOcTRWNdnkI4V,liberal,lean towards Democrats,white,,male,poor,middle-aged,"Ideologically, I describe myself as liberal. Politically, I lean towards Democrats. I am male. Financially, I am poor. In terms of my age, I am middle-aged. "
R_3mkpDxWhHo7SkXF,slightly conservative,am an independent,white,,female,upper-class,young,"Ideologically, I describe myself as slightly conservative. Politically, I am an independent. I am female. Financially, I am upper-class. In terms of my age, I am young. "
R_2o7Pn0YObORvbKF,moderate,lean towards Democrats,white,,female,poor,middle-aged,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. I am female. Financially, I am poor. In terms of my age, I am middle-aged. "
R_2wB4QMMAxbSmgU8,moderate,am a weak Democrat,,Hispanic,female,very poor,young,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. Racially, I am Hispanic. I am female. Financially, I am very poor. In terms of my age, I am young. "
R_331oACwvBdZqzxp,slightly liberal,am a weak Democrat,white,,female,poor,very old,"Ideologically, I describe myself as slightly liberal. Politically, I am a weak Democrat. I am female. Financially, I am poor. In terms of my age, I am very old. "
R_2rGFSnA0v1Woo0k,slightly conservative,lean towards Democrats,white,,male,upper-class,middle-aged,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Democrats. I am male. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_ZKmakNi5mofARfb,liberal,am a strong Democrat,white,,female,poor,very old,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am female. Financially, I am poor. In terms of my age, I am very old. "
R_1f7U7wQNYNcMMfb,moderate,lean towards Democrats,white,,male,poor,old,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. I am male. Financially, I am poor. In terms of my age, I am old. "
R_3Jw5sh6xvcjAGWu,moderate,lean towards Rebublicans,white,,female,upper-class,old,"Ideologically, I describe myself as moderate. Politically, I lean towards Rebublicans. I am female. Financially, I am upper-class. In terms of my age, I am old. "
R_1n75DJ0EhkBWNHz,conservative,am a strong Republican,white,,female,very poor,young,"Ideologically, I describe myself as conservative. Politically, I am a strong Republican. I am female. Financially, I am very poor. In terms of my age, I am young. "
R_2DN5FiAaY1E70uB,liberal,am a weak Democrat,white,,female,very poor,old,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. I am female. Financially, I am very poor. In terms of my age, I am old. "
R_32J9RjoPVcsIySs,moderate,am a strong Democrat,,Hispanic,male,middle-class,young,"Ideologically, I describe myself as moderate. Politically, I am a strong Democrat. Racially, I am Hispanic. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_OC2wGC90fdMo0Vz,extremely liberal,am a weak Democrat,white,,female,poor,old,"Ideologically, I describe myself as extremely liberal. Politically, I am a weak Democrat. I am female. Financially, I am poor. In terms of my age, I am old. "
R_bCKIOengzo7bGbD,liberal,lean towards Democrats,white,,male,very poor,young,"Ideologically, I describe myself as liberal. Politically, I lean towards Democrats. I am male. Financially, I am very poor. In terms of my age, I am young. "
R_1F2kXNBuxI0y2JR,extremely conservative,am a weak Republican,white,,female,,middle-aged,"Ideologically, I describe myself as extremely conservative. Politically, I am a weak Republican. I am female. In terms of my age, I am middle-aged. "
R_pE3xYJKGwHyi5JD,moderate,am a strong Democrat,white,,male,middle-class,young,"Ideologically, I describe myself as moderate. Politically, I am a strong Democrat. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_e2RVDSJ8TAW18qx,moderate,lean towards Democrats,,Hispanic,female,poor,young,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. Racially, I am Hispanic. I am female. Financially, I am poor. In terms of my age, I am young. "
R_3GdNRLYWM23Dl29,moderate,lean towards Democrats,white,,female,upper-class,young,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. I am female. Financially, I am upper-class. In terms of my age, I am young. "
R_2Pj9LnPFvFYXTlY,slightly liberal,am a weak Republican,white,,female,middle-class,middle-aged,"Ideologically, I describe myself as slightly liberal. Politically, I am a weak Republican. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_Rnuhtk2WlJ0LhN7,slightly liberal,am a weak Democrat,white,,male,poor,old,"Ideologically, I describe myself as slightly liberal. Politically, I am a weak Democrat. I am male. Financially, I am poor. In terms of my age, I am old. "
R_3mm0xhRKXi0A5NL,slightly liberal,am a weak Democrat,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as slightly liberal. Politically, I am a weak Democrat. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_2OGx3xFza8QUR23,moderate,lean towards Democrats,white,Hispanic,male,upper-class,middle-aged,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. Racially, I am Hispanic. I am male. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_2cnCvapjrYmdOdJ,slightly conservative,lean towards Rebublicans,white,Hispanic,male,upper-class,old,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Rebublicans. Racially, I am Hispanic. I am male. Financially, I am upper-class. In terms of my age, I am old. "
R_ROXF458NBzOuW7D,slightly conservative,lean towards Rebublicans,white,,male,middle-class,young,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Rebublicans. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_6olAj58sgWckY6d,liberal,am an independent,white,,female,upper-class,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am an independent. I am female. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_vAcEf7pCtqgBvcl,extremely liberal,lean towards Democrats,white,,female,upper-class,old,"Ideologically, I describe myself as extremely liberal. Politically, I lean towards Democrats. I am female. Financially, I am upper-class. In terms of my age, I am old. "
R_20NbpDT2l0UW0o3,moderate,am a weak Democrat,white,,male,very poor,middle-aged,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. I am male. Financially, I am very poor. In terms of my age, I am middle-aged. "
R_bKrNax08CFaShVj,moderate,lean towards Rebublicans,white,,male,,young,"Ideologically, I describe myself as moderate. Politically, I lean towards Rebublicans. I am male. In terms of my age, I am young. "
R_1gTlFhiUtOoHVt3,slightly liberal,lean towards Democrats,white,,female,poor,very old,"Ideologically, I describe myself as slightly liberal. Politically, I lean towards Democrats. I am female. Financially, I am poor. In terms of my age, I am very old. "
R_1qa1IDk6cvCPAsE,conservative,am a weak Democrat,white,,male,middle-class,young,"Ideologically, I describe myself as conservative. Politically, I am a weak Democrat. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_a3tPPgFRtZ75ued,moderate,am a weak Democrat,white,,male,upper-class,middle-aged,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. I am male. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_AdGyiYfKQz7DvB7,slightly conservative,lean towards Rebublicans,white,Hispanic,male,middle-class,old,"Ideologically, I describe myself as slightly conservative. Politically, I lean towards Rebublicans. Racially, I am Hispanic. I am male. Financially, I am middle-class. In terms of my age, I am old. "
R_2BfXrgDdRQYSsJt,extremely liberal,am a strong Democrat,white,,female,poor,middle-aged,"Ideologically, I describe myself as extremely liberal. Politically, I am a strong Democrat. I am female. Financially, I am poor. In terms of my age, I am middle-aged. "
R_Drfpf4xzkBTBT1f,moderate,am a strong Democrat,,Hispanic,female,middle-class,middle-aged,"Ideologically, I describe myself as moderate. Politically, I am a strong Democrat. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_1hz07QjMK2zwqAi,liberal,am a strong Republican,white,,male,middle-class,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a strong Republican. I am male. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_3O1Fqngwx9FAkV4,liberal,am a strong Democrat,white,,male,upper-class,young,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am male. Financially, I am upper-class. In terms of my age, I am young. "
R_20NiVuOODcC3bKs,moderate,am a weak Democrat,,Hispanic,female,poor,young,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. Racially, I am Hispanic. I am female. Financially, I am poor. In terms of my age, I am young. "
R_1nZ9cAZd4VAIgNr,slightly liberal,am a strong Democrat,white,,female,poor,young,"Ideologically, I describe myself as slightly liberal. Politically, I am a strong Democrat. I am female. Financially, I am poor. In terms of my age, I am young. "
R_yqkCJkIb5w8g8Lf,extremely liberal,am a weak Democrat,white,,female,very poor,old,"Ideologically, I describe myself as extremely liberal. Politically, I am a weak Democrat. I am female. Financially, I am very poor. In terms of my age, I am old. "
R_9S25co9PKNj4WqJ,liberal,am a weak Democrat,white,,female,poor,young,"Ideologically, I describe myself as liberal. Politically, I am a weak Democrat. I am female. Financially, I am poor. In terms of my age, I am young. "
R_6zIQGRWc1yAh81X,moderate,lean towards Rebublicans,white,,female,middle-class,young,"Ideologically, I describe myself as moderate. Politically, I lean towards Rebublicans. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_bjUPtzAYhaNLeet,extremely conservative,am a strong Republican,white,,male,upper-class,middle-aged,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am male. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_3PhPPsq2ICOQ4G9,moderate,am an independent,white,,male,upper-class,young,"Ideologically, I describe myself as moderate. Politically, I am an independent. I am male. Financially, I am upper-class. In terms of my age, I am young. "
R_bxZX4B1mbHGK937,moderate,am a weak Democrat,,Hispanic,female,middle-class,old,"Ideologically, I describe myself as moderate. Politically, I am a weak Democrat. Racially, I am Hispanic. I am female. Financially, I am middle-class. In terms of my age, I am old. "
R_2zLMMZp5L7KvFhR,conservative,am an independent,white,,female,upper-class,middle-aged,"Ideologically, I describe myself as conservative. Politically, I am an independent. I am female. Financially, I am upper-class. In terms of my age, I am middle-aged. "
R_WqfH3FVo7Du0Yj7,liberal,am a strong Democrat,white,,female,,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am a strong Democrat. I am female. In terms of my age, I am middle-aged. "
R_smVLx074O2vwWWJ,slightly conservative,am a weak Democrat,,Hispanic,female,poor,middle-aged,"Ideologically, I describe myself as slightly conservative. Politically, I am a weak Democrat. Racially, I am Hispanic. I am female. Financially, I am poor. In terms of my age, I am middle-aged. "
R_3Gj3jh0fzaNgaC0,moderate,am a strong Democrat,white,,female,middle-class,young,"Ideologically, I describe myself as moderate. Politically, I am a strong Democrat. I am female. Financially, I am middle-class. In terms of my age, I am young. "
R_p5yY6Jt6IFq0Qcp,moderate,am an independent,white,,male,poor,young,"Ideologically, I describe myself as moderate. Politically, I am an independent. I am male. Financially, I am poor. In terms of my age, I am young. "
R_2rBZGgyFidPBTuX,liberal,am an independent,white,,female,middle-class,middle-aged,"Ideologically, I describe myself as liberal. Politically, I am an independent. I am female. Financially, I am middle-class. In terms of my age, I am middle-aged. "
R_3CCppx8zVHqHlvs,slightly liberal,am a weak Democrat,white,,male,middle-class,young,"Ideologically, I describe myself as slightly liberal. Politically, I am a weak Democrat. I am male. Financially, I am middle-class. In terms of my age, I am young. "
R_RIWF9qQsWtP6KrL,moderate,lean towards Democrats,white,,male,middle-class,very old,"Ideologically, I describe myself as moderate. Politically, I lean towards Democrats. I am male. Financially, I am middle-class. In terms of my age, I am very old. "
R_9S7BgahPVmNqJmJ,extremely conservative,am a strong Republican,white,,male,poor,middle-aged,"Ideologically, I describe myself as extremely conservative. Politically, I am a strong Republican. I am male. Financially, I am poor. In terms of my age, I am middle-aged. "
R_1gCj9wLRdOVAULt,conservative,lean towards Rebublicans,white,,female,middle-class,old,"Ideologically, I describe myself as conservative. Politically, I lean towards Rebublicans. I am female. Financially, I am middle-class. In terms of my age, I am old. "
